what,kind,bundleId,bundleVersion,description,time
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328252886609
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328252886609
java.vm.specification.version,sysinfo,,,"1.0",1328252886609
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1328252886609
java.vm.version,sysinfo,,,"19.0-b09",1328252886609
started,bundle,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch",1328252886953
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328252892890
started,bundle,com.altera.sbtgui.core,11.1.0.216,"com.altera.sbtgui.core",1328252893031
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1328252893093
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328252895234
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1328252896875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328252897250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328252940828
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328252941578
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328252948437
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328252950390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328252954906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328252956906
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1328252958531
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1328252958593
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1328252960687
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1328252960703
opened,view,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1328252963015
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1328252963937
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1328252963984
started,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1328252964125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328252982156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328252994828
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1328252994859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328252999171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328253045671
