what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1328180194375
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1328180194375
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1328180194375
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1328180194375
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1328180194375
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1328180194375
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1328180194375
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1328180194390
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1328180194390
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1328180194390
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1328180194390
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1328180194390
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1328180194390
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1328180194390
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1328180194390
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1328180194390
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1328180194390
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1328180194390
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1328180194390
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1328180194390
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1328180194390
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1328180194406
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1328180194406
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1328180194406
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1328180194406
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1328180194406
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1328180194406
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1328180194406
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1328180194406
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1328180194406
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1328180194406
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1328180194406
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1328180194406
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1328180194406
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1328180194406
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1328180194406
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1328180194406
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1328180194406
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1328180194406
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1328180194406
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1328180194421
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1328180194421
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1328180194421
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1328180194421
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1328180194421
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1328180194421
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1328180194421
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1328180194421
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1328180194421
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1328180194421
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1328180194421
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1328180194421
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1328180194421
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1328180194421
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1328180194437
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1328180194437
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1328180194437
started,bundle,com.altera.sbtgui.integration,11.1.0.216,"com.altera.sbtgui.integration",1328180194437
started,bundle,com.altera.sbtgui.project,11.1.0.216,"com.altera.sbtgui.project",1328180194437
started,bundle,com.altera.systemconsole,11.1.0.216,"com.altera.systemconsole",1328180194437
started,bundle,com.altera.utilities,11.1.0.216,"com.altera.utilities",1328180194437
os,sysinfo,,,"win32",1328180194453
arch,sysinfo,,,"x86",1328180194453
ws,sysinfo,,,"win32",1328180194453
locale,sysinfo,,,"zh_CN",1328180194453
processors,sysinfo,,,"2",1328180194453
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1328180194453
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1328180194453
java.specification.name,sysinfo,,,"Java Platform API Specification",1328180194453
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328180194453
java.specification.version,sysinfo,,,"1.6",1328180194453
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1328180194453
java.version,sysinfo,,,"1.6.0_23",1328180194453
java.vm.info,sysinfo,,,"mixed mode",1328180194453
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1328180194453
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328180194453
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328180194453
java.vm.specification.version,sysinfo,,,"1.0",1328180194453
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1328180194453
java.vm.version,sysinfo,,,"19.0-b09",1328180194453
started,bundle,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch",1328180195625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180393562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180503453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180504875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180510656
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1328180510890
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328180511796
started,bundle,com.altera.sbtgui.core,11.1.0.216,"com.altera.sbtgui.core",1328180511937
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1328180512015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180514406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180517171
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1328180518546
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1328180518578
opened,view,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1328180524015
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1328180524703
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1328180524703
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1328180524703
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1328180524703
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1328180524968
started,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1328180525031
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x8090b0, /cygdrive/d/SVN/DE2/DE2/test/Qsys_Q11_1/on_chip/DE2_SD_Card_Audio/software/DE2_SD_Card_Audio/DE2_SD_Card_Audio.elf] return code: 4, 'other error'",1328180531953
error,log,,,"Downloading ELF Process failed",1328180531953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180531984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180538609
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328180538625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180540687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180541156
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1328180543093
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1328180543125
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328180543984
activated,view,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1328180544453
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328180545250
started,bundle,com.altera.debug.cdi.gdb.plugin,11.1.0.216,"com.altera.debug.cdi.gdb.plugin",1328180559218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180559328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180675703
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1328180675718
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180677562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328180704468
